dra,ddec,mag
11.53797,1.7867830000000002,17.6
11.56199,1.797913,17.6
11.585989999999999,1.8090380000000001,17.6
11.60999,1.8201610000000001,17.6
11.633980000000001,1.831279,17.6
11.657960000000001,1.842395,17.6
11.68193,1.853506,17.6
11.7059,1.8646150000000001,17.6
11.72985,1.87572,17.6
11.7538,1.8868209999999999,17.6
11.77774,1.897919,17.6
11.80167,1.909013,17.6
11.82559,1.920104,17.6
11.84951,1.9311909999999999,17.61
11.87342,1.942275,17.61
11.897310000000001,1.953355,17.61
11.9212,1.964431,17.61
11.94508,1.9755040000000001,17.61
11.968960000000001,1.986574,17.61
11.99282,1.997639,17.61
12.016680000000001,2.008701,17.61
12.040519999999999,2.0197599999999998,17.61
12.06436,2.030815,17.61
12.088189999999999,2.041866,17.61
12.11202,2.052914,17.61
12.13583,2.063958,17.61
12.15963,2.074998,17.61
12.18343,2.086035,17.61
12.20722,2.097068,17.61
12.231,2.108098,17.61
12.254769999999999,2.1191240000000002,17.61
12.27853,2.130146,17.61
12.30229,2.141165,17.61
12.326030000000001,2.15218,17.61
12.34977,2.163191,17.62
12.3735,2.174199,17.62
12.397219999999999,2.185203,17.62
12.42093,2.1962029999999997,17.62
12.44463,2.2072,17.62
12.46832,2.218193,17.62
12.49201,2.2291819999999998,17.62
12.51568,2.240168,17.62
12.53935,2.2511490000000003,17.62
12.56301,2.2621279999999997,17.62
12.58666,2.273102,17.62
12.6103,2.284073,17.62
12.633939999999999,2.29504,17.62
12.65756,2.306003,17.62
12.68118,2.316963,17.62
12.70478,2.327919,17.62
12.72838,2.3388709999999997,17.62
12.75197,2.3498200000000002,17.62
12.77555,2.360764,17.62
12.79912,2.371705,17.62
12.82269,2.382643,17.62
12.84624,2.393576,17.63
12.86979,2.404506,17.63
12.89332,2.415432,17.63
12.91685,2.426355,17.63
12.94037,2.437274,17.63
12.96388,2.4481889999999997,17.63
12.98738,2.4591,17.63
13.01088,2.470007,17.63
13.034360000000001,2.480911,17.63
13.057839999999999,2.491811,17.63
13.0813,2.502707,17.63
13.10476,2.513599,17.63
13.128210000000001,2.5244869999999997,17.63
13.15165,2.535372,17.63
13.17508,2.546253,17.63
13.1985,2.55713,17.63
13.22192,2.568003,17.63
13.245320000000001,2.578872,17.63
13.268720000000002,2.589738,17.63
13.2921,2.6006,17.63
13.315479999999999,2.6114580000000003,17.63
13.33885,2.622312,17.63
13.362210000000001,2.633162,17.64
13.38556,2.644009,17.64
13.408879999999998,2.654891,17.64
13.432210000000001,2.6657290000000002,17.64
13.45553,2.676564,17.64
13.47884,2.687394,17.64
13.50215,2.6982209999999998,17.64
13.52544,2.709043,17.64
13.548729999999999,2.719862,17.64
13.572,2.730677,17.64
13.595270000000001,2.741488,17.64
13.618529999999998,2.752296,17.64
13.641779999999999,2.763099,17.64
13.665020000000002,2.773898,17.64
13.68825,2.784694,17.64
13.711470000000002,2.795486,17.64
13.734689999999999,2.806274,17.64
13.75789,2.817057,17.64
13.78108,2.8278369999999997,17.64
13.80427,2.838613,17.64
13.82745,2.849386,17.64
13.850610000000001,2.860154,17.64
13.87377,2.870918,17.65
13.896920000000001,2.881679,17.65
13.920060000000001,2.892435,17.65
13.94319,2.903188,17.65
13.96631,2.913936,17.65
13.98942,2.924681,17.65
14.012529999999998,2.935421,17.65
14.035620000000002,2.946158,17.65
14.0587,2.956891,17.65
14.081779999999998,2.96762,17.65
14.10484,2.978345,17.65
14.1279,2.989066,17.65
14.15095,2.9997830000000003,17.65
14.17399,3.010496,17.65
14.19701,3.021205,17.65
14.22003,3.03191,17.65
14.243039999999999,3.042611,17.65
14.26604,3.0533080000000004,17.65
14.28904,3.0640009999999998,17.65
14.31202,3.0746900000000004,17.65
14.33499,3.085375,17.65
14.35795,3.096057,17.65
14.38091,3.106734,17.66
14.40385,3.117407,17.66
14.426789999999999,3.1280759999999996,17.66
14.449710000000001,3.138741,17.66
14.472629999999999,3.1494020000000003,17.66
14.49554,3.160059,17.66
14.518429999999999,3.170712,17.66
14.54132,3.181361,17.66
14.5642,3.192006,17.66
14.58707,3.2026470000000002,17.66
14.609929999999999,3.213284,17.66
14.632779999999999,3.2239169999999997,17.66
14.65562,3.234546,17.66
14.67845,3.24517,17.66
14.701279999999999,3.255791,17.66
14.724089999999999,3.266408,17.66
14.746889999999999,3.27702,17.66
14.76968,3.287629,17.66
14.792470000000002,3.298233,17.66
14.81524,3.3088339999999996,17.66
14.83801,3.31943,17.66
14.86076,3.330023,17.66
14.883510000000001,3.340611,17.66
14.90625,3.3511949999999997,17.67
14.928970000000001,3.361775,17.67
14.95169,3.372351,17.67
14.9744,3.3829230000000003,17.67
14.9971,3.3934910000000005,17.67
15.019789999999999,3.404054,17.67
15.042470000000002,3.414614,17.67
15.06514,3.4251690000000004,17.67
15.0878,3.435721,17.67
15.11045,3.446268,17.67
15.13309,3.456811,17.67
15.15572,3.46735,17.67
15.178339999999999,3.4778849999999997,17.67
15.20095,3.4884160000000004,17.67
15.22355,3.498943,17.67
15.24615,3.509465,17.67
15.26873,3.5199839999999996,17.67
15.2913,3.530498,17.67
15.313870000000001,3.541008,17.67
15.33642,3.551515,17.67
15.358970000000001,3.5620160000000003,17.67
15.3815,3.572514,17.67
15.404029999999999,3.583008,17.67
15.42654,3.593497,17.68
15.44905,3.6039830000000004,17.68
15.47154,3.614464,17.68
15.494029999999999,3.624941,17.68
15.51651,3.635414,17.68
15.53897,3.645882,17.68
15.56143,3.6563470000000002,17.68
15.583879999999999,3.666807,17.68
15.606320000000002,3.677263,17.68
15.628739999999999,3.6877150000000003,17.68
15.65116,3.6981629999999996,17.68
15.673570000000002,3.7086069999999998,17.68
15.69597,3.719046,17.68
15.71836,3.729481,17.68
15.740739999999999,3.7399120000000003,17.68
15.763110000000001,3.750339,17.68
15.785470000000002,3.760762,17.68
15.80781,3.77118,17.68
15.83015,3.781594,17.68
15.852479999999998,3.792004,17.68
15.87481,3.80241,17.68
15.897120000000001,3.812812,17.68
15.91942,3.823209,17.68
15.94171,3.8336019999999995,17.69
15.963989999999999,3.8439910000000004,17.69
15.986260000000001,3.8543760000000002,17.69
16.00852,3.864757,17.69
16.03077,3.8751330000000004,17.69
16.05301,3.885505,17.69
16.07524,3.8958730000000004,17.69
16.09747,3.9062360000000003,17.69
16.11968,3.9165959999999997,17.69
16.14188,3.9269510000000003,17.69
16.164070000000002,3.937301,17.69
16.18625,3.9476480000000005,17.69
16.20843,3.95799,17.69
16.23059,3.968328,17.69
16.25274,3.9786620000000004,17.69
16.27488,3.9889919999999996,17.69
16.29702,3.999317,17.69
16.31914,4.009638,17.69
16.34125,4.019955,17.69
16.36335,4.030267,17.69
16.38545,4.040576000000001,17.69
16.407529999999998,4.05088,17.69
16.4296,4.061179,17.69
16.45166,4.071475,17.69
16.47372,4.081766,17.7
16.49576,4.092053,17.7
16.517789999999998,4.102335,17.7
16.539820000000002,4.112613,17.7
16.56183,4.122887,17.7
16.58383,4.133157,17.7
16.60582,4.143422,17.7
16.62781,4.153683,17.7
16.64978,4.16394,17.7
16.67174,4.174193,17.7
16.69369,4.1844410000000005,17.7
16.71564,4.194684,17.7
16.73757,4.204924,17.7
16.75949,4.215159,17.7
16.78141,4.22539,17.7
16.80331,4.235616,17.7
16.8252,4.245839,17.7
16.84708,4.256056,17.7
16.86895,4.26627,17.7
16.89082,4.276479,17.7
16.912670000000002,4.286683999999999,17.7
16.93451,4.296885,17.7
16.95634,4.307081,17.7
16.97816,4.317273,17.7
16.999979999999997,4.327459999999999,17.71
17.02178,4.337643,17.71
17.043570000000003,4.347822,17.71
17.06535,4.357997,17.71
17.087120000000002,4.368167,17.71
17.10888,4.378332,17.71
17.13063,4.388494000000001,17.71
17.15237,4.398651,17.71
17.1741,4.408803,17.71
17.195829999999997,4.418952,17.71
17.21754,4.4290959999999995,17.71
17.23924,4.439235,17.71
17.26093,4.44937,17.71
17.282610000000002,4.459501,17.71
17.30428,4.469628,17.71
17.32593,4.47975,17.71
17.347579999999997,4.489866999999999,17.71
17.369220000000002,4.499981,17.71
17.39085,4.510089,17.71
17.412470000000003,4.520194,17.71
17.434079999999998,4.5302940000000005,17.71
17.455679999999997,4.54039,17.71
17.47726,4.5504809999999996,17.71
17.498839999999998,4.560568,17.71
17.520410000000002,4.570651,17.71
17.541970000000003,4.580729,17.72
17.56351,4.590802,17.72
17.58505,4.600872,17.72
17.606579999999997,4.610937,17.72
17.62809,4.620997,17.72
17.6496,4.631053,17.72
17.6711,4.6411050000000005,17.72
17.69258,4.651152,17.72
17.71406,4.661194999999999,17.72
17.73552,4.671233,17.72
17.75698,4.681267,17.72
17.77842,4.691296,17.72
17.79985,4.701321,17.72
17.821279999999998,4.711342,17.72
17.84269,4.721358,17.72
17.86409,4.73137,17.72
17.88549,4.741377,17.72
17.90687,4.75138,17.72
17.92824,4.761378,17.72
17.9496,4.771372,17.72
17.97096,4.781361,17.72
17.9923,4.791346,17.72
18.01363,4.801327,17.72
18.03495,4.811303,17.72
18.05626,4.821275,17.73
18.077560000000002,4.831242,17.73
18.09885,4.841205,17.73
18.12013,4.851163,17.73
18.1414,4.861117,17.73
18.16265,4.871066000000001,17.73
18.1839,4.881011,17.73
18.20514,4.8909519999999995,17.73
18.226370000000003,4.900888,17.73
18.24759,4.910819,17.73
18.26879,4.920746,17.73
18.28999,4.930669,17.73
18.31117,4.940587,17.73
18.33235,4.9505,17.73
18.35351,4.960408999999999,17.73
18.374670000000002,4.970314,17.73
18.39581,4.980214,17.73
18.41695,4.99011,17.73
18.43807,5.000001,17.73
18.45918,5.009887,17.73
18.48029,5.019769,17.73
18.501379999999997,5.029647,17.73
18.52246,5.0395199999999996,17.73
18.54353,5.049389,17.73
18.56459,5.059253,17.73
18.585639999999998,5.069113,17.73
18.606679999999997,5.078968,17.74
18.62771,5.088818,17.74
18.64873,5.0986650000000004,17.74
18.66974,5.108505999999999,17.74
18.690739999999998,5.118343,17.74
18.71173,5.128176,17.74
18.73271,5.1380040000000005,17.74
18.75367,5.147828,17.74
18.77463,5.157647,17.74
18.795579999999998,5.167462,17.74
18.81651,5.177272,17.74
18.83744,5.187078,17.74
18.85835,5.196879,17.74
18.879260000000002,5.206675,17.74
18.90015,5.216467,17.74
18.921039999999998,5.226255,17.74
18.94191,5.236038,17.74
18.962770000000003,5.2458160000000005,17.74
18.983629999999998,5.25559,17.74
19.00447,5.26536,17.74
19.0253,5.275125,17.74
19.046120000000002,5.284885,17.74
19.06693,5.294641,17.74
19.08773,5.304392,17.74
19.108520000000002,5.314138,17.74
19.1293,5.323881,17.74
19.15007,5.333618,17.75
19.17083,5.343351,17.75
19.191570000000002,5.35308,17.75
19.212310000000002,5.3628029999999995,17.75
19.23304,5.372523,17.75
19.25375,5.382238,17.75
19.27446,5.391948,17.75
19.29515,5.401653,17.75
19.31583,5.411354,17.75
19.33651,5.421051,17.75
19.35717,5.430743,17.75
19.37782,5.44043,17.75
19.39846,5.450113,17.75
19.4191,5.459791,17.75
19.43972,5.4694650000000005,17.75
19.46033,5.479133999999999,17.75
19.480929999999997,5.488798,17.75
19.50153,5.498463,17.75
19.52211,5.508118,17.75
19.54267,5.517769,17.75
19.563229999999997,5.527415,17.75
19.583779999999997,5.537056,17.75
19.60431,5.546693,17.75
19.62484,5.556326,17.75
19.64535,5.5659529999999995,17.75
19.665860000000002,5.575577,17.75
19.68635,5.585195,17.76
19.70683,5.594809,17.76
19.72731,5.604419,17.76
19.747770000000003,5.614023,17.76
19.76822,5.623623,17.76
19.78866,5.633218,17.76
19.809089999999998,5.642809,17.76
19.82951,5.652394999999999,17.76
19.84992,5.661976,17.76
19.87031,5.671553,17.76
19.8907,5.681126,17.76
19.91108,5.6906930000000004,17.76
19.93144,5.7002559999999995,17.76
19.9518,5.709815,17.76
19.97214,5.719368,17.76
19.99248,5.728918,17.76
20.0128,5.738462,17.76
20.03311,5.748002,17.76
20.05341,5.757537,17.76
20.0737,5.767068,17.76
20.093989999999998,5.776594,17.76
20.11425,5.786115000000001,17.76
20.134510000000002,5.795632,17.76
20.15476,5.805144,17.76
20.175,5.814652,17.76
20.19523,5.824155,17.76
20.21544,5.833653,17.76
20.23565,5.843147,17.77
20.25585,5.852636,17.77
20.27603,5.86212,17.77
20.2962,5.8716,17.77
20.316370000000003,5.881075,17.77
20.33652,5.8905449999999995,17.77
20.35666,5.900011,17.77
20.37679,5.909472,17.77
20.396910000000002,5.918929,17.77
20.41702,5.928381,17.77
20.43712,5.937828,17.77
20.45721,5.94727,17.77
20.47729,5.956708,17.77
20.49736,5.966142,17.77
20.51741,5.975569999999999,17.77
20.53746,5.984992,17.77
20.557489999999998,5.994411,17.77
20.57752,6.003824,17.77
20.59753,6.013234,17.77
20.617539999999998,6.022639,17.77
20.637529999999998,6.03204,17.77
20.657510000000002,6.041436,17.77
20.67748,6.050827,17.77
20.69744,6.060214,17.77
20.717389999999998,6.069595,17.77
20.73733,6.078972,17.77
20.757260000000002,6.0883449999999995,17.77
20.777179999999998,6.0977120000000005,17.78
20.797079999999998,6.107075,17.78
20.81707,6.116585,17.78
20.83696,6.125939,17.78
20.85683,6.135288,17.78
20.87669,6.144633,17.78
20.89655,6.153973000000001,17.78
20.91639,6.163308,17.78
20.936220000000002,6.172639,17.78
20.956039999999998,6.181965,17.78
20.97585,6.191286,17.78
20.99565,6.200603,17.78
21.01543,6.2099150000000005,17.78
21.03521,6.219222,17.78
21.05498,6.228524,17.78
21.07473,6.237822,17.78
21.094479999999997,6.247115,17.78
21.11421,6.256404,17.78
21.13393,6.265687000000001,17.78
21.15365,6.274966,17.78
21.17335,6.284241000000001,17.78
21.19304,6.2935099999999995,17.78
21.21272,6.302775,17.78
21.23239,6.312036,17.78
21.25205,6.321291,17.78
21.2717,6.3305419999999994,17.78
21.29133,6.3397879999999995,17.78
21.31096,6.34903,17.78
21.330579999999998,6.358266,17.79
21.350179999999998,6.367499,17.79
21.369770000000003,6.376726000000001,17.79
21.38936,6.385949,17.79
21.408929999999998,6.395166000000001,17.79
21.42849,6.404380000000001,17.79
21.44804,6.413588,17.79
21.467579999999998,6.422791999999999,17.79
21.48711,6.431991,17.79
21.506629999999998,6.441186,17.79
21.526139999999998,6.450375,17.79
21.54564,6.45956,17.79
21.56512,6.46874,17.79
21.5846,6.4779160000000005,17.79
21.60406,6.487087,17.79
21.623520000000003,6.496253,17.79
21.642960000000002,6.505414,17.79
21.66239,6.514571,17.79
21.681820000000002,6.523723,17.79
21.70123,6.53287,17.79
21.72063,6.542012000000001,17.79
21.74002,6.55115,17.79
21.7594,6.560283,17.79
21.778760000000002,6.569412,17.79
21.79812,6.578536,17.79
21.81747,6.587655000000001,17.79
21.8368,6.596769999999999,17.79
21.85613,6.605878999999999,17.79
21.87544,6.614985000000001,17.79
21.89475,6.624085000000001,17.8
21.91404,6.63318,17.8
21.933320000000002,6.642271000000001,17.8
21.95259,6.651357000000001,17.8
21.97185,6.660439,17.8
21.9911,6.669515,17.8
22.01034,6.678586999999999,17.8
22.02957,6.687653999999999,17.8
22.04879,6.696717,17.8
22.067989999999998,6.705775,17.8
22.08719,6.7148270000000005,17.8
22.106370000000002,6.723876,17.8
22.12554,6.732919,17.8
22.14471,6.741958,17.8
22.16386,6.750992,17.8
22.183,6.760021000000001,17.8
22.20213,6.769044999999999,17.8
22.22125,6.778065,17.8
22.24036,6.7870800000000004,17.8
22.25946,6.7960899999999995,17.8
22.27855,6.805096000000001,17.8
22.297620000000002,6.814096000000001,17.8
22.316689999999998,6.823092,17.8
22.335739999999998,6.832084,17.8
22.354789999999998,6.841069999999999,17.8
22.373820000000002,6.850052000000001,17.8
22.39284,6.859029,17.8
22.41186,6.868001,17.8
22.43086,6.876967999999999,17.8
22.44985,6.885930999999999,17.81
22.46883,6.894889999999999,17.81
22.48779,6.903842999999999,17.81
22.50675,6.912792,17.81
22.5257,6.921735000000001,17.81
22.544629999999998,6.930674000000001,17.81
22.56356,6.939608,17.81
22.58247,6.948538,17.81
22.60138,6.957462,17.81
22.62027,6.966382,17.81
22.63915,6.975297,17.81
22.65802,6.984208,17.81
22.67688,6.993113,17.81
22.695729999999998,7.002014,17.81
22.714570000000002,7.010910000000001,17.81
22.7334,7.019800999999999,17.81
22.75222,7.028688000000001,17.81
22.77102,7.03757,17.81
22.789820000000002,7.046447,17.81
22.8086,7.055319,17.81
22.827370000000002,7.064186,17.81
22.84614,7.073049,17.81
22.86489,7.081907000000001,17.81
22.88363,7.09076,17.81
22.90236,7.099608,17.81
22.92108,7.108452000000001,17.81
22.93979,7.117291000000001,17.81
22.958479999999998,7.126125,17.81
22.97717,7.134954,17.81
22.99585,7.143778999999999,17.81
23.01451,7.152597999999999,17.82
23.033170000000002,7.1614130000000005,17.82
23.05181,7.170223,17.82
23.070439999999998,7.179028999999999,17.82
23.08906,7.187829,17.82
23.10768,7.196625,17.82
23.126279999999998,7.2054160000000005,17.82
23.14486,7.214202,17.82
23.163439999999998,7.222983999999999,17.82
23.182010000000002,7.23176,17.82
23.200570000000003,7.240532000000001,17.82
23.21911,7.249299000000001,17.82
23.23765,7.258062,17.82
23.25617,7.266819,17.82
23.27469,7.275572,17.82
23.29319,7.28432,17.82
23.31168,7.293063,17.82
23.33016,7.301800999999999,17.82
23.34863,7.310535000000001,17.82
23.36709,7.319263,17.82
23.38554,7.327986999999999,17.82
23.403979999999997,7.3367070000000005,17.82
23.42241,7.345421000000001,17.82
23.440820000000002,7.354131,17.82
23.459229999999998,7.3628350000000005,17.82
23.47762,7.371535000000001,17.82
23.496010000000002,7.380231,17.82
23.51438,7.388921000000001,17.82
23.53274,7.397607000000001,17.82
23.55109,7.406287,17.82
23.56943,7.414963,17.82
23.58776,7.423635000000001,17.83
23.60608,7.432302,17.83
23.62439,7.440964,17.83
23.642689999999998,7.449622,17.83
23.660970000000002,7.458274,17.83
23.67925,7.466922,17.83
23.69752,7.475565,17.83
23.715770000000003,7.484203,17.83
23.73401,7.492837,17.83
23.75225,7.501465,17.83
23.77047,7.510089,17.83
23.78868,7.518708,17.83
23.80688,7.527324,17.83
23.82507,7.535933999999999,17.83
23.84325,7.544538,17.83
23.861420000000003,7.553138000000001,17.83
23.87957,7.561733,17.83
23.89772,7.570322999999999,17.83
23.915860000000002,7.578908,17.83
23.93398,7.587489,17.83
23.95209,7.596064,17.83
23.9702,7.604635000000001,17.83
23.98829,7.613200999999999,17.83
24.00609,7.621928,17.83
24.024160000000002,7.630484,17.83
24.04222,7.639035000000001,17.83
24.060270000000003,7.647581,17.83
24.078310000000002,7.656122,17.83
24.09633,7.6646589999999994,17.83
24.11435,7.673189999999999,17.83
24.13235,7.681717,17.83
24.15035,7.690239,17.83
24.168329999999997,7.6987570000000005,17.84
24.18631,7.707269,17.84
24.20427,7.715777,17.84
24.22222,7.724278999999999,17.84
24.24016,7.7327770000000005,17.84
24.25809,7.741271,17.84
24.27601,7.749759,17.84
24.29392,7.758242999999999,17.84
24.31182,7.766721,17.84
24.3297,7.775195,17.84
24.347579999999997,7.783664,17.84
24.36544,7.792128999999999,17.84
24.3833,7.800588,17.84
24.401139999999998,7.809042999999999,17.84
24.41897,7.817492999999999,17.84
24.43679,7.825938000000001,17.84
24.45461,7.834378,17.84
24.47241,7.8428130000000005,17.84
24.4902,7.851244,17.84
24.50797,7.859669,17.84
24.52574,7.86809,17.84
24.5435,7.876506,17.84
24.56125,7.884917999999999,17.84
24.578979999999998,7.893324000000001,17.84
24.59671,7.901725999999999,17.84
24.614420000000003,7.910122,17.84
24.63212,7.918514,17.84
24.649810000000002,7.926902,17.84
24.6675,7.935283999999999,17.84
24.68517,7.943661,17.84
24.70283,7.952033999999999,17.84
24.72048,7.960402,17.84
24.73811,7.968764999999999,17.84
24.75574,7.977123,17.85
24.77336,7.985477,17.85
24.790960000000002,7.993825,17.85
24.80856,8.002169,17.85
24.82614,8.010508,17.85
24.84372,8.018842,17.85
24.861279999999997,8.027171000000001,17.85
24.878829999999997,8.035497,17.85
24.896379999999997,8.043817,17.85
24.91391,8.052133,17.85
24.93143,8.060444,17.85
24.94894,8.06875,17.85
24.96644,8.077050999999999,17.85
24.983929999999997,8.085348,17.85
25.00141,8.093639,17.85
25.01888,8.101925999999999,17.85
25.03633,8.110208,17.85
25.05378,8.118485,17.85
25.07121,8.126757000000001,17.85
25.088639999999998,8.135025,17.85
25.10605,8.143286999999999,17.85
25.12346,8.151545,17.85
25.14085,8.159798,17.85
25.15823,8.168046,17.85
25.1756,8.17629,17.85
25.19296,8.184528,17.85
25.21031,8.192762,17.85
25.22765,8.200991,17.85
25.244970000000002,8.209214999999999,17.85
25.26229,8.217433999999999,17.85
25.2796,8.225648,17.85
25.296889999999998,8.233857,17.85
25.31418,8.242061999999999,17.85
25.33145,8.250262,17.85
25.34872,8.258457,17.86
25.36597,8.266647,17.86
25.383210000000002,8.274832,17.86
25.40044,8.283013,17.86
25.41766,8.291189,17.86
25.43487,8.299358999999999,17.86
25.452070000000003,8.307525,17.86
25.469260000000002,8.315686,17.86
25.48643,8.323843,17.86
25.5036,8.331994,17.86
25.52076,8.340141000000001,17.86
25.5379,8.348283,17.86
25.55503,8.35642,17.86
25.57216,8.364552,17.86
25.589270000000003,8.372679,17.86
25.606370000000002,8.380802000000001,17.86
25.62346,8.388919,17.86
25.640539999999998,8.397032000000001,17.86
25.657610000000002,8.40514,17.86
25.674670000000003,8.413243,17.86
25.69172,8.421341,17.86
25.70876,8.429434,17.86
25.72578,8.437522,17.86
25.7428,8.445605,17.86
25.7598,8.453683,17.86
25.77679,8.461756,17.86
25.793779999999998,8.469825,17.86
25.81075,8.477888,17.86
25.82771,8.485947,17.86
25.84466,8.494000999999999,17.86
25.8616,8.50205,17.86
25.878529999999998,8.510094,17.86
25.89545,8.518134,17.86
25.91235,8.526167999999998,17.86
25.92925,8.534198,17.86
25.94614,8.542223,17.87
25.96301,8.550243,17.87
25.979879999999998,8.558259,17.87
25.99673,8.566269,17.87
26.01357,8.574274,17.87
26.03041,8.582275,17.87
26.04723,8.590271000000001,17.87
26.06404,8.598262,17.87
26.08084,8.606247999999999,17.87
26.09763,8.614230000000001,17.87
26.11441,8.622206,17.87
26.13118,8.630177999999999,17.87
26.14793,8.638145,17.87
26.16468,8.646107,17.87
26.181420000000003,8.654064,17.87
26.19814,8.662017,17.87
26.214859999999998,8.669964,17.87
26.231559999999998,8.677907000000001,17.87
26.24826,8.685845,17.87
26.264940000000003,8.693778,17.87
26.281609999999997,8.701706,17.87
26.298270000000002,8.709629,17.87
26.31492,8.717547999999999,17.87
26.331559999999996,8.725461,17.87
26.348190000000002,8.733369999999999,17.87
26.36481,8.741274,17.87
26.381420000000002,8.749172999999999,17.87
26.398020000000002,8.757067999999999,17.87
26.414609999999996,8.764957,17.87
26.431179999999998,8.772842,17.87
26.44775,8.780721,17.87
26.4643,8.788596,17.87
26.48085,8.796467,17.87
26.49738,8.804332,17.87
26.5139,8.812192,17.87
26.53042,8.820047,17.87
26.54692,8.827898,17.88
26.563409999999998,8.835742999999999,17.88
26.579890000000002,8.843584,17.88
26.596359999999997,8.85142,17.88
26.612820000000003,8.859250999999999,17.88
26.62927,8.867077,17.88
26.6457,8.874898,17.88
26.662129999999998,8.882715,17.88
26.67855,8.890526,17.88
26.69495,8.898333000000001,17.88
26.71135,8.906135,17.88
26.727729999999998,8.913933,17.88
26.7441,8.921725,17.88
26.76047,8.929511999999999,17.88
26.77682,8.937294999999999,17.88
26.793159999999997,8.945072999999999,17.88
26.809490000000004,8.952846000000001,17.88
26.825809999999997,8.960614,17.88
26.84212,8.968377,17.88
26.858420000000002,8.976136,17.88
26.874709999999997,8.983889,17.88
26.89098,8.9916,17.88
26.90725,8.999344,17.88
26.923509999999997,9.007083999999999,17.88
26.939759999999996,9.014818,17.88
26.955990000000003,9.022548,17.88
26.97222,9.030273,17.88
26.98844,9.037993,17.88
27.004640000000002,9.045708,17.88
27.02083,9.053417999999999,17.88
27.037020000000002,9.061124000000001,17.88
27.05319,9.068824000000001,17.88
27.06935,9.07652,17.88
27.0855,9.084211,17.88
27.10165,9.091897,17.88
27.11778,9.099578999999999,17.88
27.1339,9.107255,17.88
27.150009999999998,9.114927,17.88
27.166109999999996,9.122594,17.89
27.182190000000002,9.130256,17.89
27.19827,9.137913000000001,17.89
27.214340000000004,9.145565,17.89
27.2304,9.153213000000001,17.89
27.246440000000003,9.160855,17.89
27.26248,9.168493,17.89
27.2785,9.176126,17.89
27.294520000000002,9.183753999999999,17.89
27.31052,9.191378,17.89
27.32651,9.198996000000001,17.89
27.3425,9.206610000000001,17.89
27.35847,9.214219,17.89
27.37443,9.221822999999999,17.89
27.39038,9.229422,17.89
27.40632,9.237016,17.89
27.42225,9.244605,17.89
27.43817,9.252189999999999,17.89
27.454079999999998,9.25977,17.89
27.46998,9.267344999999999,17.89
27.485870000000002,9.274915,17.89
27.50175,9.28248,17.89
27.51762,9.290041,17.89
27.53347,9.297597,17.89
27.54932,9.305147,17.89
27.56515,9.312694,17.89
27.58098,9.320235,17.89
27.596790000000002,9.327771,17.89
27.6126,9.335303,17.89
27.628390000000003,9.342829,17.89
27.644170000000003,9.350351,17.89
27.65995,9.357868,17.89
27.67571,9.36538,17.89
27.69146,9.372888,17.89
27.7072,9.38039,17.89
27.722929999999998,9.387888,17.89
27.73865,9.395381,17.89
27.75436,9.402869,17.89
27.770059999999997,9.410353,17.89
27.78575,9.417831,17.9
27.80143,9.425305,17.9
27.8171,9.432774,17.9
27.83275,9.440238,17.9
27.8484,9.447697,17.9
27.864040000000003,9.455150999999999,17.9
27.879659999999998,9.462601,17.9
27.89528,9.470044999999999,17.9
27.91088,9.477485,17.9
27.926479999999998,9.484919999999999,17.9
27.942059999999998,9.49235,17.9
27.95764,9.499775999999999,17.9
27.9732,9.507196,17.9
27.98875,9.514612,17.9
28.00429,9.522022999999999,17.9
28.01983,9.529428999999999,17.9
28.03535,9.53683,17.9
28.050859999999997,9.544227000000001,17.9
28.066359999999996,9.551619,17.9
28.08185,9.559005,17.9
28.09733,9.566386999999999,17.9
28.1128,9.573764,17.9
28.128259999999997,9.581137,17.9
28.14371,9.588503999999999,17.9
28.15914,9.595867,17.9
28.174570000000003,9.603225,17.9
28.18999,9.610578,17.9
28.20539,9.617925999999999,17.9
28.22079,9.625269,17.9
28.236179999999997,9.632608,17.9
28.25155,9.639942,17.9
28.266920000000002,9.647271,17.9
28.28227,9.654595,17.9
28.297620000000002,9.661914,17.9
28.31295,9.669229,17.9
28.32828,9.676538,17.9
28.343590000000003,9.683843,17.9
28.358890000000002,9.691142999999999,17.9
28.37418,9.698438000000001,17.9
28.389470000000003,9.705729,17.9
28.404740000000004,9.713014,17.9
28.42,9.720295,17.91
28.43525,9.727571000000001,17.91
28.450490000000002,9.734842,17.91
28.46572,9.742109,17.91
28.480940000000004,9.749369999999999,17.91
28.49615,9.756627,17.91
28.51135,9.763879,17.91
28.52654,9.771125999999999,17.91
28.54172,9.778369,17.91
28.55688,9.785606,17.91
28.57204,9.792839,17.91
28.587190000000003,9.800067,17.91
28.60233,9.80729,17.91
28.61745,9.814508,17.91
28.63257,9.821721,17.91
28.647679999999998,9.82893,17.91
28.662770000000002,9.836134,17.91
28.67786,9.843333,17.91
28.69293,9.850527,17.91
28.708,9.857716,17.91
28.72305,9.864901,17.91
28.7381,9.872081,17.91
28.75313,9.879255,17.91
28.76815,9.886426,17.91
28.783170000000002,9.893591,17.91
28.798170000000002,9.900751,17.91
28.813159999999996,9.907907000000002,17.91
28.82815,9.915058,17.91
28.843120000000003,9.922203999999999,17.91
28.858079999999998,9.929345,17.91
28.87303,9.936482,17.91
28.887970000000003,9.943614,17.91
28.9029,9.95074,17.91
28.917820000000003,9.957863,17.91
